mode,arm_id,scenario_id,seed,attempt,json_valid,parse_valid,precision,recall,f1,closed_profile_jaccard,status_agreement,latency_ms,report_signature,predicted_status,expected_status,diagnostic_signature_agreement,closed_profile_signature_hash,cgt_diagnostic_signature_hash,expected_cgt_diagnostic_signature_hash,declared_component_count,declared_components,run_may_available,run_must_available
llm_extraction,report_only,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,6108.61,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,6098.324,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,6111.814,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,6081.799,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,27896.639,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,17980.467,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,17957.814,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,17947.193,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,18059.483,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_component_slots,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,70721.513,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_component_slots,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,61088.662,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_component_slots,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,61060.737,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_component_slots,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,61016.34,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,schema_guided_component_slots,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,61127.381,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
